index,ticker,year,month,open,close,high,low,SMA_10,SMA_20,EMA_10,EMA_20
0,AMZN,2018,1,1172.0,1450.8900146484375,1472.5799560546875,1170.510009765625,,,,
1,AMZN,2018,2,1445.0,1512.449951171875,1528.699951171875,1265.9300537109375,,,,
2,AMZN,2018,3,1513.5999755859375,1447.3399658203125,1617.5400390625,1365.199951171875,,,,
3,AMZN,2018,4,1417.6199951171875,1566.1300048828125,1638.0999755859375,1352.8800048828125,,,,
4,AMZN,2018,5,1563.219970703125,1629.6199951171875,1635.0,1546.02001953125,,,,
5,AMZN,2018,6,1637.030029296875,1699.800048828125,1763.0999755859375,1635.0899658203125,,,,
6,AMZN,2018,7,1682.699951171875,1777.43994140625,1880.050048828125,1678.06005859375,,,,
7,AMZN,2018,8,1784.0,2012.7099609375,2025.5699462890625,1776.02001953125,,,,
8,AMZN,2018,9,2026.5,2003.0,2050.5,1865.0,,,,
9,AMZN,2018,10,2021.989990234375,1598.010009765625,2033.18994140625,1476.3599853515625,1669.7389892578126,,1669.7389892578126,
10,AMZN,2018,11,1623.530029296875,1690.1700439453125,1784.0,1420.0,1693.6669921875,,1673.4537264737216,
11,AMZN,2018,12,1769.4599609375,1501.969970703125,1778.3399658203125,1307.0,1692.618994140625,,1642.2748617881587,
12,AMZN,2019,1,1465.199951171875,1718.72998046875,1736.4100341796875,1460.9300537109375,1719.7579956054688,,1656.1757924573571,
13,AMZN,2019,2,1638.8800048828125,1639.8299560546875,1673.06005859375,1566.760009765625,1727.1279907226562,,1653.2038222023264,
14,AMZN,2019,3,1655.1300048828125,1780.75,1823.75,1586.5699462890625,1742.2409912109374,,1676.394036347358,
15,AMZN,2019,4,1800.1099853515625,1926.52001953125,1956.3399658203125,1798.72998046875,1764.91298828125,,1721.8714878353383,
16,AMZN,2019,5,1933.0899658203125,1775.0699462890625,1964.4000244140625,1772.699951171875,1764.6759887695312,,1731.5439348269244,
17,AMZN,2019,6,1760.010009765625,1893.6300048828125,1935.199951171875,1672.0,1752.7679931640625,,1761.0141293825404,
18,AMZN,2019,7,1922.97998046875,1866.780029296875,2035.800048828125,1849.43994140625,1739.14599609375,,1780.2442930033285,
19,AMZN,2019,8,1871.719970703125,1776.2900390625,1897.9200439453125,1743.510009765625,1756.9739990234375,1713.356494140625,1779.5253377413596,1713.356494140625
20,AMZN,2019,9,1770.0,1735.9100341796875,1853.6600341796875,1709.219970703125,1761.547998046875,1727.6074951171875,1771.5952825483284,1715.5044503348215
21,AMZN,2019,10,1746.0,1776.6600341796875,1798.8499755859375,1685.06005859375,1789.0170043945313,1740.8179992675782,1772.5161464813027,1721.3287916533802
22,AMZN,2019,11,1788.010009765625,1800.800048828125,1824.68994140625,1722.7099609375,1797.2240112304687,1758.4910034179688,1777.658674180725,1728.8974828128796
23,AMZN,2019,12,1804.4000244140625,1847.8399658203125,1901.4000244140625,1735.0,1818.0250122070313,1772.5765014648437,1790.4189090242864,1740.225338337397
